Edad,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,BikeBuyerText,,
53,Graduate Degree,Skilled Manual,F,M,1,2,0,2,59994,49.44,NO,,
52,High School,Skilled Manual,M,M,1,2,1,2,54516,51.71,YES,,
19,Partial High School,Skilled Manual,M,S,0,1,0,0,53750,51.76,YES,,
28,Bachelors,Skilled Manual,F,S,0,0,0,0,57716,52.75,YES,,
23,High School,Manual,M,M,0,0,0,0,28383,46.04,NO,,
24,Partial High School,Manual,M,S,0,0,0,0,36569,51.24,NO,,
41,Partial College,Management,M,M,1,3,2,2,109581,54.34,YES,,
48,Partial College,Clerical,F,S,1,0,0,0,76776,50.13,YES,,
39,Graduate Degree,Professional,F,S,1,2,0,0,137727,54.32,YES,,
41,Partial College,Skilled Manual,F,M,1,2,1,2,55340,51.74,YES,,
23,Partial College,Manual,F,S,0,1,0,0,27779,49.83,NO,,
48,Bachelors,Skilled Manual,M,M,1,0,0,2,56833,51.51,YES,,
38,High School,Manual,F,S,0,0,0,0,33026,49.25,YES,,
25,Partial College,Clerical,F,M,1,1,0,1,78520,50.52,NO,,
64,Graduate Degree,Skilled Manual,M,M,1,1,0,3,54573,47.49,YES,,
38,Graduate Degree,Professional,M,M,1,1,1,2,128329,61.65,YES,,
43,High School,Skilled Manual,F,M,1,0,1,2,57689,52.41,YES,,
20,Partial College,Manual,F,M,0,1,0,0,36575,46.85,YES,,
48,Partial High School,Manual,F,S,1,0,0,0,32896,49.24,NO,,
39,Bachelors,Clerical,M,M,1,0,0,1,81432,51.21,YES,,
43,Partial High School,Manual,M,M,1,1,1,2,34554,52.58,NO,,
53,High School,Skilled Manual,M,S,1,1,1,1,54375,50.17,YES,,
39,Bachelors,Management,M,M,1,2,2,2,111563,57.54,YES,,
50,Partial College,Clerical,M,M,1,1,1,2,85889,52.65,YES,,
36,High School,Skilled Manual,F,S,0,0,0,0,62077,50.78,YES,,
35,High School,Clerical,M,M,1,2,1,1,78344,59.05,YES,,
43,Partial College,Skilled Manual,M,M,1,0,1,2,52349,57.08,YES,,
25,Partial High School,Skilled Manual,F,S,0,1,0,0,61820,50.47,NO,,
38,Graduate Degree,Professional,M,M,1,3,1,2,128425,62.7,YES,,
35,Bachelors,Clerical,F,M,1,2,2,2,84402,53.02,YES,,
33,Bachelors,Management,M,S,1,1,0,0,108902,58.43,NO,,
29,Bachelors,Skilled Manual,M,S,0,2,0,0,62372,48.62,YES,,
26,Graduate Degree,Professional,M,M,1,3,0,0,133099,52.28,YES,,
21,High School,Clerical,F,S,0,0,0,0,85962,54.34,YES,,
49,Bachelors,Professional,M,M,1,2,0,2,129522,55.38,NO,,
46,Partial College,Manual,F,M,1,1,1,1,34135,47.29,YES,,
32,High School,Skilled Manual,M,M,1,0,0,1,59521,55.15,NO,,
39,Graduate Degree,Manual,F,M,1,1,1,2,34487,48.22,YES,,
17,Partial High School,Skilled Manual,M,S,0,1,0,0,54306,50.16,YES,,
43,Graduate Degree,Clerical,F,S,1,2,0,0,79606,53.6,NO,,
31,Graduate Degree,Clerical,M,S,0,1,0,0,77126,56.14,YES,,
37,Partial College,Skilled Manual,M,S,0,1,0,0,59362,51.25,YES,,
24,Partial High School,Manual,F,S,0,1,0,0,34019,47.17,NO,,
28,Graduate Degree,Professional,F,S,1,2,0,0,129567,56.05,YES,,
32,Partial College,Skilled Manual,M,S,0,2,0,0,60667,54.42,YES,,
64,Graduate Degree,Professional,F,M,1,2,0,2,138022,52.27,NO,,
20,Partial College,Skilled Manual,F,S,0,1,0,0,53629,50.52,NO,,
38,Graduate Degree,Management,M,S,1,0,0,0,107890,60.61,YES,,
21,Partial College,Clerical,M,S,0,0,0,0,83477,52.7,NO,,
21,Partial College,Manual,F,S,0,0,0,0,25978,47.12,NO,,
51,Partial College,Skilled Manual,F,M,1,2,0,2,57948,48.43,NO,,
21,Bachelors,Manual,M,S,0,0,0,0,27626,46.56,NO,,
38,Graduate Degree,Skilled Manual,F,M,1,0,0,1,52502,48.7,YES,,
47,High School,Manual,F,M,1,0,0,2,32859,45.89,NO,,
32,Graduate Degree,Manual,F,M,0,0,0,2,34470,47.09,YES,,
48,Partial College,Manual,M,M,1,0,0,2,33994,45.66,YES,,
26,Partial College,Skilled Manual,F,S,0,2,0,0,56889,50.49,NO,,
29,Bachelors,Manual,M,S,0,0,0,0,31101,49.86,YES,,
39,Partial College,Clerical,F,M,1,2,1,2,79698,50.87,YES,,
36,Partial College,Management,F,M,1,2,1,2,110846,54.4,YES,,
26,Partial High School,Skilled Manual,F,S,0,1,0,0,57466,50.07,NO,,
46,Partial High School,Skilled Manual,F,M,1,1,1,2,57090,49.65,YES,,
20,High School,Clerical,F,S,0,3,0,0,82037,53.06,NO,,
38,Bachelors,Skilled Manual,M,S,0,2,0,0,52717,53.41,YES,,
18,Partial College,Clerical,F,S,0,3,0,0,79118,54.45,NO,,
31,Graduate Degree,Manual,F,M,0,1,2,2,36501,49.32,YES,,
29,Partial College,Clerical,F,S,0,0,0,0,86737,54.73,YES,,
38,Bachelors,Skilled Manual,M,M,1,0,1,2,58529,52.36,YES,,
55,Bachelors,Management,F,S,1,3,1,1,107870,54.49,YES,,
25,Bachelors,Skilled Manual,M,M,0,1,0,1,58953,49.24,NO,,
48,Partial College,Clerical,M,M,1,2,1,2,77607,59.43,YES,,
61,Partial College,Skilled Manual,M,M,1,2,0,3,59464,48.8,NO,,
23,High School,Skilled Manual,M,M,0,2,0,0,57786,48.42,YES,,
25,High School,Manual,M,M,0,1,0,1,31877,45.99,NO,,
84,High School,Skilled Manual,F,M,1,0,0,3,53308,48.79,YES,,
26,Graduate Degree,Professional,F,M,1,3,0,0,137943,53.09,YES,,
35,Partial College,Management,F,S,1,2,0,0,106718,54.84,NO,,
40,Partial High School,Skilled Manual,M,S,1,1,0,0,61966,58.95,YES,,
29,Partial High School,Skilled Manual,F,S,0,0,0,0,59016,51.56,NO,,
38,Partial College,Skilled Manual,F,S,0,2,0,0,57754,48.17,YES,,
35,Partial College,Clerical,F,S,1,1,0,0,87499,50.38,NO,,
18,Partial College,Management,F,S,0,3,0,0,109789,56.08,YES,,
29,Bachelors,Management,F,M,1,3,0,0,104035,50.96,YES,,
36,Partial College,Clerical,M,S,1,2,0,0,78413,58.54,YES,,
35,Bachelors,Clerical,M,M,1,2,0,2,78396,57.17,NO,,
52,Bachelors,Skilled Manual,M,M,1,0,0,2,54441,48.93,YES,,
41,Partial College,Manual,M,S,0,0,0,0,28711,49.9,NO,,
24,Graduate Degree,Professional,F,S,0,3,0,0,129067,56.02,YES,,
60,Bachelors,Management,M,M,1,1,1,2,105772,55.16,YES,,
55,Partial College,Clerical,M,S,1,1,0,1,83057,53.46,NO,,
31,High School,Skilled Manual,M,M,1,1,1,2,56598,49.14,YES,,
30,Bachelors,Manual,F,M,0,1,1,2,33503,48.4,YES,,
35,Graduate Degree,Professional,M,M,1,2,0,0,135358,54.12,YES,,
28,Bachelors,Management,F,S,0,2,0,0,110952,54.93,YES,,
28,Graduate Degree,Professional,M,S,1,3,0,0,136281,52.04,NO,,
61,Graduate Degree,Professional,F,S,1,0,0,1,134033,55.46,YES,,
59,Graduate Degree,Professional,M,M,1,1,1,2,129502,55.27,YES,,
24,High School,Skilled Manual,M,S,0,0,0,0,58387,49.15,YES,,
34,Bachelors,Management,F,S,1,3,0,0,102948,51.16,NO,,
29,Bachelors,Professional,M,M,1,2,0,0,131323,51.91,YES,,
61,Bachelors,Clerical,F,M,1,2,0,2,77470,50.18,NO,,
25,Graduate Degree,Professional,F,M,1,2,0,0,129777,52.31,YES,,
43,Partial High School,Manual,F,S,0,1,0,0,33196,48.73,NO,,
41,Partial College,Management,F,M,1,2,1,2,110863,55.6,YES,,
31,Bachelors,Professional,F,M,1,2,1,2,130832,52.82,YES,,
28,Bachelors,Manual,M,M,0,1,1,2,30556,49.53,YES,,
29,Bachelors,Management,F,M,1,3,0,0,108692,51.87,YES,,
60,Graduate Degree,Skilled Manual,F,M,1,2,2,2,54780,47.84,YES,,
59,Bachelors,Skilled Manual,F,M,1,1,0,3,57568,48.27,NO,,
35,Partial College,Skilled Manual,M,M,1,1,1,2,53935,55.7,NO,,
38,Graduate Degree,Professional,M,S,1,2,0,0,130831,58.54,YES,,
34,Bachelors,Clerical,F,S,0,0,0,0,83616,49.82,NO,,
47,Partial College,Clerical,F,M,1,3,2,2,86932,51.3,YES,,
23,Partial College,Skilled Manual,F,S,0,1,0,0,58625,49.4,NO,,
23,Partial College,Skilled Manual,M,S,0,0,0,0,61912,53.54,NO,,
36,High School,Skilled Manual,F,S,0,1,0,0,56625,50.28,NO,,
34,Partial College,Skilled Manual,M,M,1,2,0,2,61679,56.42,NO,,
30,Partial College,Manual,F,S,0,0,0,0,31747,45.5,YES,,
39,Partial College,Skilled Manual,F,M,1,0,0,2,57426,48.98,YES,,
33,Partial College,Clerical,M,M,1,1,1,2,80987,52.32,YES,,
25,Graduate Degree,Professional,F,S,1,0,0,0,129957,56.52,YES,,
55,Bachelors,Clerical,M,S,1,2,0,1,77879,50.3,NO,,
41,Partial College,Skilled Manual,M,M,1,2,1,2,57127,51.07,YES,,
52,Bachelors,Professional,F,M,1,1,1,2,137656,53.96,YES,,
29,Bachelors,Skilled Manual,M,S,0,1,0,0,60980,51.34,NO,,
30,Partial College,Clerical,F,S,0,0,0,0,77129,50.78,YES,,
36,Partial College,Manual,M,M,1,1,0,2,28823,53.19,NO,,
54,Partial College,Skilled Manual,M,M,1,1,1,2,61604,51.95,NO,,
49,Bachelors,Professional,M,M,1,3,1,2,128522,63.76,YES,,
34,Bachelors,Clerical,M,S,0,2,0,0,81712,62.06,NO,,
56,Graduate Degree,Skilled Manual,M,S,1,1,0,1,61014,48.48,YES,,
43,High School,Skilled Manual,M,M,1,1,1,1,54006,52.3,YES,,
26,High School,Skilled Manual,F,M,0,2,1,2,55564,51.25,YES,,
38,Bachelors,Skilled Manual,F,M,1,0,1,2,61859,50.51,YES,,
27,Partial High School,Skilled Manual,M,M,0,1,1,1,54863,49.85,YES,,
38,Bachelors,Clerical,M,M,1,1,0,2,86170,57.81,YES,,
35,Graduate Degree,Professional,M,M,1,2,0,2,137384,59.3,NO,,
29,Bachelors,Clerical,M,M,1,1,1,1,84889,51.96,YES,,
43,Bachelors,Skilled Manual,F,M,1,0,1,2,57287,49.56,YES,,
23,Partial College,Clerical,M,S,0,1,0,0,84251,51.3,NO,,
19,Partial College,Skilled Manual,M,S,0,2,0,0,62358,51.02,YES,,
22,High School,Clerical,F,M,0,2,0,0,76478,50.38,YES,,
52,Graduate Degree,Management,F,M,1,2,3,3,107557,53.97,YES,,
38,Graduate Degree,Skilled Manual,M,S,0,2,0,0,58563,51.12,YES,,
31,Bachelors,Skilled Manual,F,S,0,0,0,0,54102,50.26,NO,,
24,Bachelors,Skilled Manual,F,M,0,0,0,0,51078,47.6,YES,,
23,Partial High School,Manual,M,M,0,1,0,0,34597,46.38,NO,,
24,Graduate Degree,Management,F,S,0,3,0,0,108617,52.64,NO,,
35,Partial College,Manual,M,M,1,0,0,2,33567,48.82,YES,,
37,Bachelors,Skilled Manual,M,S,0,1,0,0,52678,59.35,YES,,
33,Bachelors,Management,M,M,1,2,0,0,112763,57.19,NO,,
30,Graduate Degree,Clerical,F,S,0,0,0,0,77225,53.05,NO,,
26,Graduate Degree,Manual,M,M,0,0,1,2,33801,49.81,YES,,
32,Bachelors,Management,M,M,1,2,2,2,106603,63.16,YES,,
50,High School,Skilled Manual,F,M,1,1,2,2,55675,48.79,YES,,
17,Partial College,Skilled Manual,F,S,0,1,0,0,56549,51.02,NO,,
39,Bachelors,Professional,F,M,1,3,1,2,132332,56.95,YES,,
36,Partial College,Skilled Manual,M,M,1,2,1,2,53591,53.92,YES,,
35,Partial College,Manual,M,M,1,0,2,2,31874,50.76,YES,,
41,Partial College,Management,F,M,1,0,1,2,110250,52.39,YES,,
40,High School,Skilled Manual,F,M,1,1,1,2,51658,48.25,YES,,
22,Partial College,Management,F,S,0,1,0,0,106971,50.64,NO,,
53,Bachelors,Management,M,M,1,2,0,2,107401,51.31,NO,,
34,Bachelors,Management,M,M,1,1,1,1,110947,55.46,YES,,
30,Graduate Degree,Manual,F,S,0,0,0,0,33284,48.62,YES,,
33,Bachelors,Management,M,M,1,2,0,0,113492,51.52,NO,,
44,Bachelors,Skilled Manual,F,M,1,2,1,2,58864,51.69,YES,,
20,Bachelors,Manual,M,S,0,1,0,0,26174,47.48,NO,,
26,Partial College,Clerical,F,S,0,0,0,0,85412,51.48,YES,,
61,Graduate Degree,Skilled Manual,F,M,1,2,0,2,56291,48.38,NO,,
24,Partial College,Skilled Manual,F,S,0,1,0,0,56706,52.51,NO,,
29,Bachelors,Clerical,M,S,0,1,0,0,78939,51.91,YES,,
29,Bachelors,Clerical,F,M,1,3,1,1,81676,53.41,YES,,
58,Partial College,Skilled Manual,F,S,1,1,0,1,51476,51.35,NO,,
38,Bachelors,Professional,F,M,1,2,0,0,132266,51.97,YES,,
78,Partial High School,Manual,M,M,1,1,2,2,27102,47.52,NO,,
25,Partial High School,Skilled Manual,M,S,0,1,0,0,57288,51.35,NO,,
33,Bachelors,Professional,F,M,1,3,0,2,128863,52.32,YES,,
18,Partial College,Skilled Manual,F,M,0,2,0,0,51596,47.93,NO,,
34,Partial College,Clerical,M,S,0,1,0,0,86529,57.14,NO,,
59,Graduate Degree,Management,M,M,1,3,0,3,107950,51.51,YES,,
33,Bachelors,Management,F,S,1,2,0,0,102428,51.09,NO,,
45,Partial College,Skilled Manual,F,M,1,2,0,2,56269,48.13,YES,,
53,Bachelors,Management,M,S,1,2,0,1,111462,55.72,NO,,
30,Graduate Degree,Clerical,M,M,1,1,1,2,78476,54.76,YES,,
17,Partial High School,Skilled Manual,M,S,0,1,0,0,60464,49.14,YES,,
41,Partial College,Management,F,S,1,2,0,0,109392,55.34,YES,,
18,Partial College,Manual,M,M,0,0,0,0,29899,45.4,NO,,
27,Graduate Degree,Manual,M,M,0,0,1,2,29966,45.6,NO,,
21,Bachelors,Clerical,M,S,0,0,0,0,84208,51.49,YES,,
53,High School,Clerical,F,M,1,1,1,2,79269,54.69,YES,,
48,High School,Skilled Manual,M,M,1,2,1,1,56774,51.52,YES,,
34,Partial College,Skilled Manual,F,S,0,1,0,0,57405,50.98,NO,,
17,Partial College,Clerical,M,M,0,2,0,0,80307,50.26,YES,,
54,Bachelors,Skilled Manual,M,M,1,1,1,2,61019,50.61,NO,,
48,Partial College,Skilled Manual,M,M,1,0,0,2,54503,56.92,NO,,
42,High School,Manual,F,M,1,1,0,2,26302,44.83,NO,,
22,High School,Skilled Manual,F,S,0,1,0,0,53315,48.49,NO,,
38,Bachelors,Professional,F,M,1,1,1,2,130224,55.73,YES,,
54,Partial College,Skilled Manual,F,M,1,1,0,3,62035,48.89,NO,,
38,Bachelors,Skilled Manual,F,M,1,1,1,2,54033,50.75,YES,,
24,Graduate Degree,Skilled Manual,F,M,0,2,0,0,51944,48.06,YES,,
29,Partial College,Clerical,F,M,1,2,0,1,78663,49.58,NO,,
47,Partial College,Manual,M,S,1,0,0,0,32846,50.89,NO,,
51,Partial College,Skilled Manual,F,M,1,1,3,3,60696,49.22,YES,,
41,High School,Skilled Manual,M,M,1,1,2,2,56474,58.05,NO,,
45,Partial College,Manual,M,S,1,1,0,0,26983,50.52,NO,,
33,Bachelors,Management,M,M,1,1,1,2,112791,58.79,YES,,
25,High School,Skilled Manual,M,S,0,1,0,0,59539,51.7,NO,,
31,Graduate Degree,Professional,F,S,1,3,0,0,136177,54.15,NO,,
21,Bachelors,Management,M,S,0,0,0,0,108032,53.85,NO,,
38,Graduate Degree,Skilled Manual,F,M,1,1,1,1,53833,48.08,YES,,
16,Partial College,Clerical,M,M,0,0,0,0,83874,49.79,NO,,
41,Partial College,Manual,M,S,0,1,0,0,31385,52.59,YES,,
29,Bachelors,Skilled Manual,M,S,0,1,0,0,52464,48.1,NO,,
42,Partial College,Manual,M,M,1,1,0,2,28585,49.4,NO,,
24,High School,Skilled Manual,F,S,0,1,0,0,60493,51.39,NO,,
28,Bachelors,Professional,M,M,1,3,2,2,133741,53.82,YES,,
53,Bachelors,Professional,M,S,1,2,0,1,132026,54.43,NO,,
27,Graduate Degree,Clerical,M,M,1,1,0,2,79680,49.75,NO,,
50,High School,Skilled Manual,M,S,1,0,0,1,54338,52.08,NO,,
21,High School,Skilled Manual,M,S,0,0,0,0,56181,51.63,YES,,
32,High School,Skilled Manual,M,S,0,2,0,0,61482,58,NO,,
31,Graduate Degree,Professional,F,S,1,2,0,0,133411,54.98,YES,,
26,Partial College,Skilled Manual,F,S,0,1,0,0,58012,50.66,NO,,
57,Bachelors,Skilled Manual,F,M,1,0,1,2,52688,52.57,YES,,
32,Partial College,Skilled Manual,M,S,0,2,0,0,53412,50.99,YES,,
43,Partial College,Skilled Manual,F,M,1,1,0,2,54061,48.05,NO,,
20,Partial College,Skilled Manual,F,S,0,0,0,0,59401,49.83,YES,,
19,Bachelors,Professional,M,M,1,2,0,0,132168,52.37,NO,,
31,Partial High School,Skilled Manual,F,S,0,2,0,0,57305,48.59,YES,,
28,Bachelors,Skilled Manual,F,S,0,2,0,0,60641,49.68,YES,,
42,Bachelors,Manual,M,M,1,1,0,2,29573,53.61,NO,,
55,Graduate Degree,Management,M,M,1,1,1,2,112889,53.29,YES,,
44,Bachelors,Management,F,S,1,2,0,0,105158,52.84,YES,,
43,Partial College,Clerical,F,M,1,1,0,2,81830,50.09,NO,,
53,Partial College,Manual,M,M,1,1,0,2,28435,45.83,NO,,
41,Partial College,Manual,F,M,1,1,0,1,36044,47.2,NO,,
35,Partial College,Skilled Manual,F,M,1,2,1,2,61226,53.01,YES,,
37,Partial College,Skilled Manual,M,M,1,2,1,2,56606,50.04,YES,,
19,Bachelors,Clerical,M,S,0,1,0,0,84515,51.11,YES,,
40,High School,Skilled Manual,M,M,1,2,1,2,60155,58.85,YES,,
31,Graduate Degree,Skilled Manual,M,S,0,1,0,0,60144,58.33,YES,,
31,Graduate Degree,Professional,M,M,1,1,0,1,129708,53.72,YES,,
46,Partial College,Manual,M,M,1,0,0,2,29213,45.95,NO,,
41,Partial College,Manual,F,M,1,0,0,1,30642,45.88,NO,,
29,Bachelors,Manual,F,S,0,1,0,0,33408,49.42,NO,,
33,Bachelors,Management,M,M,1,2,0,0,103911,52.85,NO,,
26,Partial College,Clerical,M,S,0,2,0,0,78657,52.91,YES,,
47,High School,Skilled Manual,F,M,1,1,1,2,54237,48.87,NO,,
17,Partial High School,Skilled Manual,M,S,0,0,0,0,52189,47.93,YES,,
26,Graduate Degree,Clerical,F,M,1,2,1,1,78935,52.12,YES,,
42,Partial College,Management,F,M,1,3,1,2,110910,52.99,YES,,
28,Graduate Degree,Professional,M,S,1,2,0,0,138715,52.63,YES,,
23,Partial College,Management,F,S,0,3,0,0,104329,55.28,YES,,
34,Bachelors,Clerical,M,M,1,3,1,1,78817,52.74,YES,,
33,Partial College,Clerical,F,M,1,2,1,2,84375,53.78,YES,,
38,Graduate Degree,Professional,M,M,1,2,0,0,130122,59.8,YES,,
41,High School,Manual,F,S,0,1,0,0,28299,45.21,NO,,
18,High School,Skilled Manual,M,M,0,1,0,0,56759,48.8,NO,,
32,Bachelors,Professional,M,S,1,2,0,0,131550,57.48,YES,,
60,Bachelors,Skilled Manual,F,S,1,0,1,1,54665,48.62,YES,,
42,High School,Skilled Manual,M,S,1,0,0,0,52997,52.95,YES,,
33,Partial College,Clerical,F,M,1,0,1,2,77014,52.53,YES,,
21,Partial College,Clerical,M,S,0,2,0,0,78223,50.89,YES,,
22,Partial College,Clerical,M,S,0,2,0,0,82847,50.8,YES,,
33,Graduate Degree,Management,M,S,1,0,0,0,105463,59.76,YES,,
52,Bachelors,Management,F,M,1,2,1,2,109288,52.08,YES,,
53,Bachelors,Management,F,M,1,0,2,2,112840,52.89,YES,,
24,High School,Clerical,M,S,0,1,0,0,85398,54.24,YES,,
42,Partial High School,Skilled Manual,M,M,1,2,0,2,57920,53.08,NO,,
43,Partial College,Management,M,S,1,0,0,0,103322,60.84,YES,,
28,Bachelors,Clerical,M,S,0,2,0,0,81528,53.15,YES,,
54,Partial College,Skilled Manual,F,M,1,1,1,2,51096,48.11,YES,,
35,Partial College,Clerical,F,S,1,3,0,0,81293,50.12,YES,,
26,Bachelors,Skilled Manual,F,M,0,2,0,2,56583,48.67,NO,,
33,Bachelors,Management,F,M,1,3,0,2,103060,51.29,YES,,
54,Partial College,Skilled Manual,M,S,1,1,1,1,58992,51.17,YES,,
31,Graduate Degree,Skilled Manual,M,M,1,1,0,1,62240,50.34,NO,,
41,Partial College,Clerical,F,M,1,2,1,2,77550,50.77,YES,,
67,Partial College,Skilled Manual,F,S,1,2,1,1,53687,48.45,YES,,
43,Partial College,Clerical,M,M,1,2,1,2,85152,58.51,YES,,
43,Partial High School,Manual,M,S,0,0,0,0,27881,53.63,NO,,
31,Bachelors,Manual,M,S,0,0,0,0,26422,50.83,NO,,
18,Partial College,Clerical,M,S,0,2,0,0,80039,52.71,YES,,
51,Partial College,Skilled Manual,M,M,1,2,1,2,53659,50.87,YES,,
34,Graduate Degree,Skilled Manual,M,S,0,2,0,0,60071,51.12,YES,,
36,Bachelors,Management,M,S,1,0,0,0,106628,59.62,YES,,
31,Partial High School,Skilled Manual,M,S,0,2,0,0,54163,54.05,YES,,
31,High School,Skilled Manual,F,S,0,2,0,0,61590,49.57,NO,,
29,Bachelors,Manual,M,S,0,1,0,0,36431,49.22,NO,,
34,Bachelors,Clerical,M,M,1,1,1,2,87877,53.2,YES,,
37,Partial College,Management,F,M,1,2,2,2,112877,53.67,YES,,
50,Bachelors,Clerical,F,M,1,3,1,2,79096,51.87,YES,,
24,Bachelors,Management,M,M,1,1,1,1,105264,53.33,YES,,
24,Partial High School,Manual,M,S,0,1,0,0,26000,45.31,NO,,
32,Bachelors,Clerical,F,S,0,0,0,0,79305,51.83,YES,,
16,Bachelors,Clerical,M,S,0,1,0,0,83114,52.19,NO,,
28,Graduate Degree,Skilled Manual,F,S,0,1,0,0,53021,50.01,NO,,
35,Partial College,Manual,M,M,1,1,1,1,26427,58.62,NO,,
24,High School,Skilled Manual,M,S,0,1,0,0,54614,48.31,NO,,
41,High School,Skilled Manual,F,M,1,2,1,2,56016,52.33,YES,,
60,Partial College,Manual,F,M,1,1,0,2,28517,45.37,NO,,
28,Graduate Degree,Management,F,S,0,3,0,0,102514,55.29,NO,,
21,Bachelors,Clerical,F,M,0,2,0,0,79233,50.4,YES,,
47,Partial College,Skilled Manual,F,M,1,1,0,2,50924,48.63,YES,,
43,Bachelors,Manual,F,M,1,0,1,2,35706,48.16,YES,,
24,Partial High School,Manual,M,S,0,1,0,0,36642,50.49,NO,,
49,High School,Clerical,M,M,1,1,2,2,85831,56.78,YES,,
44,Graduate Degree,Management,M,S,1,2,0,0,107721,56.38,YES,,
22,High School,Skilled Manual,F,S,0,2,0,0,61413,51.48,YES,,
23,Partial High School,Manual,M,M,0,0,0,0,33784,46.07,NO,,
52,High School,Skilled Manual,M,M,1,1,0,2,58290,48.2,NO,,
18,High School,Skilled Manual,F,M,0,0,0,0,61571,49.09,YES,,
50,Bachelors,Skilled Manual,F,M,1,1,0,2,61577,48.39,NO,,
43,Partial College,Manual,F,M,1,1,0,2,36536,46.7,NO,,
21,Bachelors,Professional,M,S,0,2,0,0,129603,53.88,NO,,
38,Partial College,Skilled Manual,F,S,0,2,0,0,54128,48.49,NO,,
36,Graduate Degree,Clerical,M,M,1,2,1,1,84256,56.77,YES,,
25,Graduate Degree,Skilled Manual,F,S,0,1,0,0,60800,51.1,NO,,
19,Partial High School,Manual,M,S,0,0,0,0,25601,49.34,NO,,
17,Partial College,Clerical,F,M,0,1,0,0,79201,49.97,NO,,
37,Graduate Degree,Professional,F,M,1,2,0,0,131510,52.2,YES,,
30,Bachelors,Manual,F,S,0,0,0,0,30231,46.89,NO,,
40,Partial High School,Skilled Manual,F,S,1,1,0,0,54845,51.95,NO,,
54,Bachelors,Skilled Manual,M,M,1,1,1,2,53282,47.81,YES,,
62,Partial College,Clerical,M,S,1,3,0,1,79453,51.16,YES,,
50,Bachelors,Skilled Manual,F,M,1,2,0,2,61134,48.62,NO,,
36,Partial College,Manual,M,M,1,0,1,1,29761,55.6,NO,,
34,Partial College,Clerical,F,M,1,1,1,2,78681,52.61,YES,,
33,Bachelors,Professional,M,M,1,4,1,2,137873,57.96,YES,,
46,High School,Skilled Manual,M,M,1,1,1,2,60322,56.01,YES,,
37,Partial College,Management,F,S,1,1,0,0,112715,52.56,NO,,
45,Partial College,Skilled Manual,F,S,1,0,0,0,57582,49.47,YES,,
24,Graduate Degree,Professional,F,M,1,1,0,1,130834,51.54,NO,,
24,High School,Skilled Manual,M,S,0,2,0,0,56702,52.61,YES,,
54,Bachelors,Skilled Manual,M,M,1,0,1,2,52184,48.37,YES,,
29,Bachelors,Professional,M,S,1,2,0,0,132416,54.24,NO,,
45,High School,Skilled Manual,F,M,1,2,1,2,51346,48.35,YES,,
20,High School,Clerical,F,M,0,3,0,0,86646,49.85,YES,,
38,Graduate Degree,Manual,F,S,0,1,0,0,34749,46.1,NO,,
33,Bachelors,Skilled Manual,F,S,0,2,0,0,61346,48.74,YES,,
31,Graduate Degree,Skilled Manual,F,M,1,1,0,1,61257,49.78,NO,,
34,Bachelors,Clerical,F,S,0,1,0,0,81315,53.85,NO,,
32,Bachelors,Management,F,S,1,0,0,0,101869,50.88,NO,,
22,Partial College,Skilled Manual,M,S,0,1,0,0,55932,52.95,NO,,
33,Bachelors,Manual,F,M,0,1,0,2,29355,45.5,NO,,
38,Graduate Degree,Management,F,S,1,2,0,0,103328,50.74,YES,,
34,Bachelors,Professional,F,S,1,0,0,0,129532,54.39,YES,,
36,Bachelors,Skilled Manual,M,M,1,1,1,2,56621,57.57,NO,,
24,High School,Skilled Manual,F,M,0,2,0,0,61022,48.73,YES,,
23,Bachelors,Management,F,M,1,3,0,0,105071,50.99,YES,,
58,Graduate Degree,Clerical,M,M,1,1,1,2,79612,50.44,NO,,
21,Bachelors,Clerical,M,S,0,1,0,0,78999,51.76,YES,,
40,Partial High School,Skilled Manual,M,S,1,1,0,0,52464,55.43,YES,,
29,Bachelors,Clerical,F,S,0,0,0,0,81449,50.59,NO,,
26,High School,Skilled Manual,M,S,0,2,0,0,59487,50.85,NO,,
20,Partial High School,Skilled Manual,F,S,0,1,0,0,58395,48.99,NO,,
25,Partial High School,Manual,F,S,0,0,0,0,26746,47.25,NO,,
22,Bachelors,Management,M,S,0,3,0,0,110716,52.41,YES,,
47,Partial High School,Manual,F,S,1,0,0,0,35315,49.54,NO,,
46,Partial College,Skilled Manual,M,S,1,1,0,0,61847,59.66,YES,,
33,Bachelors,Clerical,F,S,0,1,0,0,86993,51.61,NO,,
23,Partial College,Skilled Manual,M,S,0,0,0,0,51821,51.43,YES,,
18,High School,Clerical,M,M,0,3,0,0,80529,50.8,YES,,
35,Graduate Degree,Skilled Manual,M,S,0,1,0,0,59695,51.24,YES,,
35,Bachelors,Clerical,F,S,1,2,0,0,77779,51.52,NO,,
18,Partial College,Clerical,F,S,0,0,0,0,86556,52.41,NO,,
40,High School,Manual,M,M,1,1,0,1,33664,53.41,YES,,
65,Bachelors,Clerical,M,M,1,0,2,3,85477,53,YES,,
36,Partial College,Skilled Manual,F,M,1,1,1,1,57129,48.14,NO,,
19,Partial College,Skilled Manual,M,S,0,0,0,0,56850,50.21,YES,,
40,Partial College,Clerical,F,S,1,0,0,0,76315,51.11,NO,,
